0,100
0,102
0,103
0,104
0,105
0,106
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
0,118
0,119
0,120
0,121
0,122
0,123
0,124
0,125
0,126
0,127
0,128
0,129
0,13
0,130
0,131
0,133
0,134
0,135
0,136
0,137
0,138
0,139
0,140
0,141
0,142
0,144
0,145
0,146
0,147
0,148
0,150
0,151
0,152
0,153
0,154
0,155
0,156
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
0,166
0,167
0,168
0,169
0,17
0,170
0,171
0,172
0,173
0,174
0,175
0,176
0,177
0,178
0,179
0,180
0,181
0,182
0,184
0,185
0,187
0,188
0,189
0,190
0,192
0,193
0,195
0,196
0,198
0,199
0,2
0,200
0,202
0,203
0,205
0,206
0,207
0,208
0,210
0,212
0,215
0,230
0,24
0,240
0,243
0,244
0,4
0,5
0,6
0,63
0,65
0,7
0,70
0,71
0,76
0,77
0,8
0,83
0,85
0,87
0,89
0,92
0,96
0,99
10008,2
10129,15
10129,2
10165,2
10439,3
10616,14
10616,2
10799,15
10799,2
10937,16
10937,2
10990,13
10990,2
11048,1
11048,16
11114,13
11114,2
1124,10
1124,11
1124,12
1124,13
11249,15
11249,2
11312,15
11312,2
11367,15
11367,2
11500,15
11500,2
11535,15
11535,2
11647,15
11647,2
11743,2
11857,14
11857,2
12082,16
12082,2
12147,2
12147,20
12147,3
12160,1
12160,15
12183,15
12183,2
12228,2
12228,20
12228,3
12283,15
12283,2
123,1
123,10
123,14
123,2
123,3
123,4
123,5
123,6
123,7
123,8
123,9
12541,2
12542,3
12991,15
12991,2
13195,12
13195,2
13462,15
13462,2
135,1
135,11
135,13
135,15
135,2
135,21
135,3
13582,15
13582,2
13588,2
13612,2
13612,20
13612,3
13686,15
13686,2
13692,15
13692,2
137,10
137,11
137,12
137,13
137,2
137,231
137,247
137,252
137,3
137,30
137,33
137,36
137,39
137,4
137,480
137,58
137,6
137,72
1377,2
137,78
137,8
13787,1
13790,1
13791,1
13792,1
13797,2
13798,1
13800,2
13803,1
13805,1
13806,1
13808,1
13809,1
138,10
13810,2
138,11
13811,1
138,12
13812,1
138,13
13813,1
13814,1
13815,3
13816,1
13817,1
13818,1
13819,1
138,20
13820,1
13821,1
138,22
13822,3
138,23
13823,1
138,24
13824,2
13825,1
138,26
13826,1
13827,1
13828,1
13829,1
13830,1
13831,1
13832,1
13834,1
13835,1
13836,3
13837,3
13838,1
13839,1
13840,2
13841,3
13842,3
13843,1
13844,1
13845,1
13846,1
13847,1
138,48
13849,1
13850,2
13851,5
13852,5
13853,3
13854,3
13855,2
13856,1
13857,1
13858,1
13859,1
13860,1
13861,1
13862,1
13863,1
13864,1
13865,1
13866,3
13867,6
13868,1
13869,1
13870,1
13871,1
13872,1
13873,1
13874,1
13875,4
13876,4
13877,2
13878,2
13880,1
13881,1
13882,1
13883,1
13884,2
13885,3
13886,3
13887,3
13888,2
13889,1
138,9
13890,1
13891,1
13892,1
13893,1
13894,1
13895,1
13896,1
13897,1
13898,1
13899,1
13900,1
13900,15
13900,2
13901,1
13902,1
13905,3
13907,1
13909,1
139,1
13911,1
13912,1
13916,1
13917,1
139,18
13918,1
13919,1
139,2
13920,1
13921,3
139,22
13922,3
13923,1
13924,2
13925,1
139,26
13926,2
13927,4
13928,1
13929,1
139,3
13930,1
13931,1
13932,7
13933,2
13934,1
13935,1
13936,1
13937,1
13938,1
13940,1
13942,2
13943,2
13945,1
13947,1
139,49
13949,2
139,5
13950,3
13951,1
13954,2
13955,2
13956,2
13957,3
13958,1
13959,1
13961,1
13962,1
13963,1
13964,1
13965,1
13966,1
13968,1
13969,1
13972,1
13973,3
13974,2
13975,3
13976,2
13977,3
13978,1
13979,1
13980,1
13981,1
13982,5
13985,3
13988,1
13989,1
13990,1
13991,14
13991,2
13992,2
13993,2
14022,2
14023,1
14024,1
14025,1
14026,1
14027,1
14028,1
14029,1
14030,1
14031,3
14032,3
14034,1
14035,3
14036,3
14037,1
14038,1
14039,2
14040,2
14046,1
14047,1
14048,1
14049,1
14058,2
14060,1
14064,3
14065,2
14066,3
14067,3
14068,1
14069,2
14070,1
14071,1
14072,2
14073,1
14074,2
14076,3
14077,1
14078,1
14080,2
14081,1
14083,2
14084,1
14084,2
14085,2
14086,1
14087,2
14088,2
14089,14
14089,2
14094,2
14095,1
14096,2
14099,1
14100,1
14101,2
14104,2
14106,1
14107,1
14108,2
14110,1
14111,1
14112,1
14113,1
14114,3
14115,3
14119,1
14120,1
14122,1
14125,1
14126,3
14127,2
14128,2
14133,3
14134,1
14135,3
14137,3
14138,1
14139,2
14142,1
14145,2
14146,1
14147,1
14148,2
14149,2
14154,1
14155,2
14156,2
14158,2
14159,1
14160,2
14161,1
14161,2
14162,2
14170,1
14173,1
14176,1
14177,2
14178,2
14179,1
14180,1
14182,1
14182,3
14183,3
14185,21
14186,11
14188,30
14189,23
14190,2
14191,2
14193,31
14194,15
14195,27
14196,31
14197,16
14203,13
14204,2
